Province,TotalSessions,DistinctViewers,Race,MaleUsers,FemaleUsers,TotalUsers,Gender,SessionPercentage,AgeCohort,DayOfWeek,SessionDate_SA,HourOfDay,Channel,TotalDurationInSeconds,SessionStartTime_SA,Email,Social Media Handle
Eastern Cape,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),6,2016/02/19,18,ICC Cricket World Cup 2011,1.76E+09,33:00.0,Kip 144@abcmail.com,@Kip 14
Mpumalanga,1,1,black,1,0,1,male,0.01,Youth (18-24),6,2016/02/19,13,Channel O,1.76E+09,11:00.0,Cody 122@gmail.com,@Cody 12
Gauteng,1,1,white,1,0,1,male,0.01,Retired (55+),6,2016/03/11,15,CNN,1.76E+09,37:00.0,Lucas 234@abcmail.com,@Lucas 23
Kwazulu Natal,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),6,2016/03/18,16,Boomerang,1.76E+09,43:00.0,Carter 34@abcmail.com,@Carter 3
Limpopo,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),7,2016/02/27,10,ICC Cricket World Cup 2011,1.76E+09,16:00.0,Claud 345@mailxyz.com,@Claud 34
Western Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),2,2016/03/28,14,ICC Cricket World Cup 2011,1.76E+09,29:00.0,Emerson 242@gmail.com,@Emerson 24
Mpumalanga,1,1,None,1,0,1,male,0.01,Middle-Aged Adult (45-54),7,2016/02/06,12,Africa Magic,1.76E+09,24:00.0,Romeo 375@mailxyz.com,@Romeo 37
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),1,2016/02/21,0,CNN,1.76E+09,04:00.0,Robby 163@mail.com,@Robby 16
Kwazulu Natal,1,1,black,1,0,1,male,0.01,Youth (18-24),5,2016/01/07,1,SuperSport Blitz,1.76E+09,26:00.0,Len 441@yahoo.com,@Len 44
Western Cape,1,1,coloured,0,1,1,female,0.01,Mature Adult (35-44),1,2016/02/21,6,Cartoon Network,1.76E+09,34:00.0,Torrie 82@gmail.com,@Torrie 8
Gauteng,1,1,None,0,1,1,female,0.01,Adult (25-34),5,2016/03/10,20,Trace TV,1.76E+09,07:00.0,Torrie 142@gmail.com,@Torrie 14
None,1,1,None,0,0,1,None,0.01,Kids (0-17),6,2016/01/22,18,Cartoon Network,1.76E+09,30:00.0,Williemae 111@yahoo.com,None
Limpopo,1,1,black,1,0,1,male,0.01,Adult (25-34),3,2016/03/01,15,Trace TV,1.76E+09,58:00.0,Wilburn 302@gmail.com,@Wilburn 30
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),3,2016/03/29,18,ICC Cricket World Cup 2011,1.76E+09,42:00.0,Romeo 374@abcmail.com,@Romeo 37
Kwazulu Natal,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),7,2016/03/12,14,ICC Cricket World Cup 2011,1.76E+09,24:00.0,Chas 355@mailxyz.com,@Chas 35
Western Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),3,2016/02/16,12,E! Entertainment,1.76E+09,23:00.0,Dion 335@mailxyz.com,@Dion 33
Western Cape,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),6,2016/02/19,14,Supersport Live Events,1.76E+09,32:00.0,Royal 175@mailxyz.com,@Royal 17
Kwazulu Natal,1,1,coloured,0,1,1,female,0.01,Kids (0-17),7,2016/01/30,14,Africa Magic,1.76E+09,14:00.0,Emilie 325@mailxyz.com,@Emilie 32
Kwazulu Natal,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),7,2016/02/06,12,Trace TV,1.76E+09,38:00.0,Claud 344@abcmail.com,@Claud 34
Eastern Cape,1,1,black,1,0,1,male,0.01,Adult (25-34),3,2016/03/22,22,Cartoon Network,1.76E+09,30:00.0,Cory 104@abcmail.com,@Cory 10
Gauteng,1,1,None,0,1,1,female,0.01,Adult (25-34),7,2016/02/06,2,SuperSport Blitz,1.76E+09,17:00.0,Torrie 142@gmail.com,@Torrie 14
Mpumalanga,1,1,None,1,0,1,male,0.01,Youth (18-24),6,2016/01/29,8,Channel O,1.76E+09,11:00.0,Wilburn 303@mail.com,@Wilburn 30
Gauteng,1,1,indian_asian,0,1,1,female,0.01,Youth (18-24),2,2016/03/28,22,Supersport Live Events,1.76E+09,41:00.0,Earline 351@yahoo.com,@Earline 35
Mpumalanga,1,1,black,1,0,1,male,0.01,Adult (25-34),5,2016/01/21,14,SawSee,1.76E+09,31:00.0,Cody 121@yahoo.com,@Cody 12
Limpopo,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),6,2016/02/26,13,ICC Cricket World Cup 2011,1.76E+09,57:00.0,Wilburn 303@mail.com,@Wilburn 30
Western Cape,1,1,black,1,0,1,male,0.01,Retired (55+),5,2016/02/25,19,Supersport Live Events,1.76E+09,24:00.0,Cody 124@abcmail.com,@Cody 12
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),3,2016/03/15,14,ICC Cricket World Cup 2011,1.76E+09,04:00.0,Kyle 61@yahoo.com,@Kyle 6
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),4,2016/02/17,18,Channel O,1.76E+09,57:00.0,Hugh13@mail.com,@Hugh1
None,1,1,None,0,0,1,None,0.01,Kids (0-17),7,2016/03/26,7,CNN,1.76E+09,48:00.0,Felipa 325@mailxyz.com,None
Free State,1,1,black,0,1,1,female,0.01,Mature Adult (35-44),5,2016/02/04,15,Africa Magic,1.76E+09,30:00.0,Iva 271@yahoo.com,@Iva 27
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),6,2016/03/25,21,ICC Cricket World Cup 2011,1.76E+09,01:00.0,Robby 165@mailxyz.com,@Robby 16
Mpumalanga,1,1,white,1,0,1,male,0.01,Middle-Aged Adult (45-54),3,2016/03/29,14,ICC Cricket World Cup 2011,1.76E+09,51:00.0,Len 443@mail.com,@Len 44
Gauteng,1,1,white,1,0,1,male,0.01,Adult (25-34),3,2016/03/01,9,Trace TV,1.76E+09,59:00.0,Jacinto 254@abcmail.com,@Jacinto 25
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),6,2016/02/19,23,Supersport Live Events,1.76E+09,34:00.0,Hyman 84@abcmail.com,@Hyman 8
Limpopo,1,1,black,0,1,1,female,0.01,Adult (25-34),3,2016/02/09,6,Africa Magic,1.76E+09,49:00.0,Rebekah 173@mail.com,@Rebekah 17
Western Cape,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),1,2016/03/06,16,Africa Magic,1.76E+09,56:00.0,Lloyd 75@mailxyz.com,@Lloyd 7
None,1,1,None,0,0,1,None,0.01,Kids (0-17),6,2016/03/25,14,E! Entertainment,1.76E+09,36:00.0,Briana 445@mailxyz.com,None
Western Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),3,2016/03/22,16,Trace TV,1.76E+09,35:00.0,Stephen 155@mailxyz.com,@Stephen 15
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),7,2016/03/05,14,Boomerang,1.76E+09,15:00.0,Earl 421@yahoo.com,@Earl 42
Gauteng,1,1,white,1,0,1,male,0.01,Adult (25-34),1,2016/03/13,0,Vuzu,1.76E+09,55:00.0,Art 402@gmail.com,@Art 40
Western Cape,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),3,2016/01/05,18,CNN,1.76E+09,08:00.0,Charlie 364@abcmail.com,@Charlie 36
Western Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),2,2016/01/18,13,SuperSport Blitz,1.76E+09,28:00.0,Filiberto 42@gmail.com,@Filiberto 4
Kwazulu Natal,1,1,black,0,1,1,female,0.01,Adult (25-34),6,2016/03/25,20,Channel O,1.76E+09,11:00.0,Carlota 201@yahoo.com,@Carlota 20
Mpumalanga,1,1,black,1,0,1,male,0.01,Adult (25-34),7,2016/01/23,18,Supersport Live Events,1.76E+09,32:00.0,Cory 101@yahoo.com,@Cory 10
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),6,2016/01/29,16,CNN,1.76E+09,58:00.0,Stefan 462@gmail.com,@Stefan 46
Northern Cape,1,1,black,0,1,1,female,0.01,Adult (25-34),3,2016/02/09,14,Channel O,1.76E+09,09:00.0,Malika 282@gmail.com,@Malika 28
Gauteng,1,1,black,1,0,1,male,0.01,Youth (18-24),6,2016/01/08,17,Trace TV,1.76E+09,55:00.0,Haywood 94@abcmail.com,@Haywood 9
Gauteng,1,1,None,1,0,1,male,0.01,Mature Adult (35-44),4,2016/02/03,15,SuperSport Blitz,1.76E+09,31:00.0,Randy 395@mailxyz.com,@Randy 39
Eastern Cape,1,1,black,1,0,1,male,0.01,Adult (25-34),7,2016/01/02,16,DStv Events 1,1.76E+09,13:00.0,Earl 421@yahoo.com,@Earl 42
Eastern Cape,1,1,indian_asian,1,0,1,male,0.01,Kids (0-17),6,2016/03/18,16,ICC Cricket World Cup 2011,1.76E+09,53:00.0,Len 445@mailxyz.com,@Len 44
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),4,2016/01/13,20,Trace TV,1.76E+09,27:00.0,Randy 392@gmail.com,@Randy 39
Western Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),4,2016/03/09,19,Trace TV,1.76E+09,55:00.0,Stephen 155@mailxyz.com,@Stephen 15
Gauteng,1,1,black,0,1,1,female,0.01,Adult (25-34),5,2016/01/14,13,Africa Magic,1.76E+09,43:00.0,Nakita 285@mailxyz.com,@Nakita 28
Kwazulu Natal,1,1,None,1,0,1,male,0.01,Mature Adult (35-44),1,2016/01/03,12,Trace TV,1.76E+09,05:00.0,Bernardo 325@mailxyz.com,@Bernardo 32
Eastern Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),6,2016/03/04,2,Cartoon Network,1.76E+09,02:00.0,Michel 202@gmail.com,@Michel 20
Gauteng,1,1,white,0,1,1,female,0.01,Mature Adult (35-44),5,2016/03/31,17,Boomerang,1.76E+09,41:00.0,Epifania 125@mailxyz.com,@Epifania 12
Western Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),6,2016/01/22,18,Supersport Live Events,1.76E+09,04:00.0,Royal 171@yahoo.com,@Royal 17
Gauteng,1,1,None,1,0,1,male,0.01,Middle-Aged Adult (45-54),5,2016/03/03,9,ICC Cricket World Cup 2011,1.76E+09,37:00.0,Bret 313@mail.com,@Bret 31
Gauteng,1,1,white,1,0,1,male,0.01,Middle-Aged Adult (45-54),4,2016/03/02,16,Boomerang,1.76E+09,54:00.0,Royal 174@abcmail.com,@Royal 17
Eastern Cape,1,1,black,0,1,1,female,0.01,Middle-Aged Adult (45-54),6,2016/02/26,15,Supersport Live Events,1.76E+09,52:00.0,Gretta 272@gmail.com,@Gretta 27
Mpumalanga,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),7,2016/01/09,13,Boomerang,1.76E+09,32:00.0,Hollis 382@gmail.com,@Hollis 38
Gauteng,1,1,white,1,0,1,male,0.01,Retired (55+),5,2016/03/24,18,Supersport Live Events,1.76E+09,21:00.0,Bernardo 321@yahoo.com,@Bernardo 32
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),2,2016/01/11,22,Africa Magic,1.76E+09,08:00.0,Stefan 464@abcmail.com,@Stefan 46
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),7,2016/01/23,22,Channel O,1.76E+09,39:00.0,Chas 355@mailxyz.com,@Chas 35
Western Cape,1,1,coloured,1,0,1,male,0.01,Youth (18-24),7,2016/03/05,22,E! Entertainment,1.76E+09,19:00.0,Robby 161@yahoo.com,@Robby 16
Kwazulu Natal,1,1,black,0,1,1,female,0.01,Adult (25-34),3,2016/02/02,19,SuperSport Blitz,1.76E+09,11:00.0,Trudie 385@mailxyz.com,@Trudie 38
Western Cape,1,1,coloured,1,0,1,male,0.01,Middle-Aged Adult (45-54),3,2016/02/23,18,kykNET,1.76E+09,11:00.0,Garry 284@abcmail.com,@Garry 28
Eastern Cape,1,1,black,1,0,1,male,0.01,Youth (18-24),6,2016/01/08,15,Cartoon Network,1.76E+09,14:00.0,Brendan 455@mailxyz.com,@Brendan 45
Gauteng,1,1,coloured,1,0,1,male,0.01,Adult (25-34),7,2016/01/09,16,Channel O,1.76E+09,23:00.0,Haywood 95@mailxyz.com,@Haywood 9
Western Cape,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),3,2016/01/19,17,Boomerang,1.76E+09,12:00.0,Donald 221@yahoo.com,@Donald 22
Free State,1,1,white,1,0,1,male,0.01,Youth (18-24),6,2016/03/11,12,Supersport Live Events,1.76E+09,23:00.0,Claud 341@yahoo.com,@Claud 34
Limpopo,1,1,black,1,0,1,male,0.01,Youth (18-24),7,2016/03/19,9,SuperSport Blitz,1.76E+09,32:00.0,Raymundo 435@mailxyz.com,@Raymundo 43
Gauteng,1,1,black,1,0,1,male,0.01,Youth (18-24),3,2016/03/08,16,Trace TV,1.76E+09,10:00.0,Dion 331@yahoo.com,@Dion 33
Gauteng,1,1,white,1,0,1,male,0.01,Kids (0-17),6,2016/02/05,19,Trace TV,1.76E+09,34:00.0,Lloyd 74@abcmail.com,@Lloyd 7
Gauteng,1,1,None,1,0,1,male,0.01,Adult (25-34),6,2016/03/25,13,ICC Cricket World Cup 2011,1.76E+09,53:00.0,Wilton 411@yahoo.com,@Wilton 41
Western Cape,1,1,black,0,1,1,female,0.01,Adult (25-34),2,2016/01/04,14,Trace TV,1.76E+09,21:00.0,Williemae 131@yahoo.com,@Williemae 13
Mpumalanga,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),1,2016/02/21,20,Africa Magic,1.76E+09,18:00.0,Cody 121@yahoo.com,@Cody 12
Gauteng,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),1,2016/02/07,19,Trace TV,1.76E+09,54:00.0,Claud 341@yahoo.com,@Claud 34
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),4,2016/03/02,19,Trace TV,1.76E+09,56:00.0,Hyman 83@mail.com,@Hyman 8
Kwazulu Natal,1,1,black,1,0,1,male,0.01,Adult (25-34),6,2016/02/26,23,Supersport Live Events,1.76E+09,25:00.0,Wilton 415@mailxyz.com,@Wilton 41
Gauteng,1,1,black,0,1,1,female,0.01,Mature Adult (35-44),1,2016/02/14,10,Africa Magic,1.76E+09,39:00.0,Adela 12@gmail.com,@Adela 1
Gauteng,1,1,white,1,0,1,male,0.01,Youth (18-24),5,2016/01/07,16,E! Entertainment,1.76E+09,49:00.0,Dee 215@mailxyz.com,@Dee 21
Eastern Cape,1,1,black,1,0,1,male,0.01,Youth (18-24),7,2016/03/19,17,Supersport Live Events,1.76E+09,53:00.0,Lane 111@yahoo.com,@Lane 11
Kwazulu Natal,1,1,indian_asian,0,1,1,female,0.01,Adult (25-34),6,2016/02/05,17,Supersport Live Events,1.76E+09,17:00.0,Reagan 502@gmail.com,@Reagan 50
Kwazulu Natal,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),7,2016/01/16,17,Supersport Live Events,1.76E+09,42:00.0,Stefan 465@mailxyz.com,@Stefan 46
Western Cape,1,1,coloured,1,0,1,male,0.01,Middle-Aged Adult (45-54),5,2016/02/25,12,ICC Cricket World Cup 2011,1.76E+09,31:00.0,Raymundo 433@mail.com,@Raymundo 43
Gauteng,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),3,2016/03/15,16,ICC Cricket World Cup 2011,1.76E+09,00:00.0,Bret 315@mailxyz.com,@Bret 31
Mpumalanga,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),3,2016/02/23,5,SawSee,1.76E+09,16:00.0,Emerson 241@yahoo.com,@Emerson 24
Kwazulu Natal,1,1,black,1,0,1,male,0.01,Adult (25-34),4,2016/03/09,16,Channel O,1.76E+09,57:00.0,Dee 214@abcmail.com,@Dee 21
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),4,2016/03/30,13,ICC Cricket World Cup 2011,1.76E+09,16:00.0,Lucas 232@gmail.com,@Lucas 23
Gauteng,1,1,coloured,1,0,1,male,0.01,Youth (18-24),4,2016/01/20,18,Africa Magic,1.76E+09,40:00.0,Cory 102@gmail.com,@Cory 10
Free State,1,1,black,1,0,1,male,0.01,Adult (25-34),4,2016/03/16,20,Africa Magic,1.76E+09,33:00.0,Royal 171@yahoo.com,@Royal 17
Gauteng,1,1,white,1,0,1,male,0.01,Adult (25-34),7,2016/01/30,16,Trace TV,1.76E+09,50:00.0,Hugh15@mailxyz.com,@Hugh1
Kwazulu Natal,1,1,coloured,1,0,1,male,0.01,Adult (25-34),1,2016/03/06,20,Cartoon Network,1.76E+09,51:00.0,Valentine 474@abcmail.com,@Valentine 47
Gauteng,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),5,2016/03/10,14,Africa Magic,1.76E+09,50:00.0,Bernardo 323@mail.com,@Bernardo 32
Western Cape,1,1,white,1,0,1,male,0.01,Mature Adult (35-44),2,2016/03/07,20,Boomerang,1.76E+09,23:00.0,Garry 283@mail.com,@Garry 28
Western Cape,1,1,other,1,0,1,male,0.01,Middle-Aged Adult (45-54),6,2016/01/08,20,SuperSport Blitz,1.76E+09,05:00.0,Efren 134@abcmail.com,@Efren 13
Western Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),7,2016/02/20,22,Supersport Live Events,1.76E+09,15:00.0,Garry 281@yahoo.com,@Garry 28
Limpopo,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),4,2016/03/30,12,ICC Cricket World Cup 2011,1.76E+09,46:00.0,Bret 314@abcmail.com,@Bret 31
Western Cape,1,1,white,1,0,1,male,0.01,Mature Adult (35-44),5,2016/03/03,11,ICC Cricket World Cup 2011,1.76E+09,49:00.0,Filiberto 42@gmail.com,@Filiberto 4
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),6,2016/01/15,1,Africa Magic,1.76E+09,09:00.0,Abel 185@mailxyz.com,@Abel 18
Gauteng,1,1,white,0,1,1,female,0.01,Mature Adult (35-44),3,2016/03/29,2,Boomerang,1.76E+09,06:00.0,Blanca 331@yahoo.com,@Blanca 33
Gauteng,1,1,black,0,1,1,female,0.01,Mature Adult (35-44),5,2016/01/28,20,Supersport Live Events,1.76E+09,49:00.0,Lillie 463@mail.com,@Lillie 46
Gauteng,1,1,white,1,0,1,male,0.01,Mature Adult (35-44),1,2016/03/06,2,SuperSport Blitz,1.76E+09,20:00.0,Valentine 473@mail.com,@Valentine 47
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),6,2016/03/25,15,ICC Cricket World Cup 2011,1.76E+09,45:00.0,Haywood 91@yahoo.com,@Haywood 9
Eastern Cape,1,1,None,0,1,1,female,0.01,Retired (55+),7,2016/02/27,22,Channel O,1.76E+09,25:00.0,Adela 364@abcmail.com,@Adela 36
Free State,1,1,black,1,0,1,male,0.01,Adult (25-34),7,2016/03/12,18,ICC Cricket World Cup 2011,1.76E+09,08:00.0,Lloyd 71@yahoo.com,@Lloyd 7
Mpumalanga,1,1,black,1,0,1,male,0.01,Adult (25-34),1,2016/02/07,12,Cartoon Network,1.76E+09,02:00.0,Kip 141@yahoo.com,@Kip 14
Mpumalanga,1,1,black,1,0,1,male,0.01,Kids (0-17),6,2016/01/01,15,Cartoon Network,1.76E+09,09:00.0,Len 442@gmail.com,@Len 44
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),2,2016/03/28,14,Cartoon Network,1.76E+09,23:00.0,Robby 162@gmail.com,@Robby 16
Kwazulu Natal,1,1,indian_asian,1,0,1,male,0.01,Middle-Aged Adult (45-54),6,2016/02/19,16,Vuzu,1.76E+09,37:00.0,Irving 51@yahoo.com,@Irving 5
Gauteng,1,1,white,1,0,1,male,0.01,Middle-Aged Adult (45-54),7,2016/02/27,11,SuperSport Blitz,1.76E+09,56:00.0,Hollis 383@mail.com,@Hollis 38
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),2,2016/03/14,17,Africa Magic,1.76E+09,59:00.0,Randy 393@mail.com,@Randy 39
Eastern Cape,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),5,2016/03/10,15,CNN,1.76E+09,24:00.0,Shane 24@abcmail.com,@Shane 2
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),6,2016/02/19,14,Vuzu,1.76E+09,41:00.0,Bret 315@mailxyz.com,@Bret 31
Gauteng,1,1,white,1,0,1,male,0.01,Adult (25-34),3,2016/02/23,13,ICC Cricket World Cup 2011,1.76E+09,13:00.0,Hyman 85@mailxyz.com,@Hyman 8
Mpumalanga,1,1,black,1,0,1,male,0.01,Youth (18-24),6,2016/01/15,13,Boomerang,1.76E+09,09:00.0,Lucas 235@mailxyz.com,@Lucas 23
Limpopo,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),7,2016/02/06,22,SuperSport Blitz,1.76E+09,11:00.0,Bernardo 324@abcmail.com,@Bernardo 32
None,1,1,None,0,0,1,None,0.01,Kids (0-17),1,2016/03/27,5,Cartoon Network,1.76E+09,41:00.0,Mellie 494@abcmail.com,None
Western Cape,1,1,other,0,1,1,female,0.01,Kids (0-17),7,2016/01/09,17,Supersport Live Events,1.76E+09,41:00.0,Seema 462@gmail.com,@Seema 46
Gauteng,1,1,white,1,0,1,male,0.01,Mature Adult (35-44),7,2016/03/12,17,Cartoon Network,1.76E+09,52:00.0,Romeo 374@abcmail.com,@Romeo 37
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Middle-Aged Adult (45-54),6,2016/02/12,15,E! Entertainment,1.76E+09,36:00.0,Donald 223@mail.com,@Donald 22
North West,1,1,black,1,0,1,male,0.01,Adult (25-34),5,2016/02/11,12,Channel O,1.76E+09,20:00.0,Len 444@abcmail.com,@Len 44
Mpumalanga,1,1,black,1,0,1,male,0.01,Adult (25-34),1,2016/02/07,6,Trace TV,1.76E+09,38:00.0,Stephen 153@mail.com,@Stephen 15
Western Cape,1,1,white,1,0,1,male,0.01,Middle-Aged Adult (45-54),7,2016/02/27,10,Boomerang,1.76E+09,22:00.0,Donald 222@gmail.com,@Donald 22
Western Cape,1,1,None,1,0,1,male,0.01,Mature Adult (35-44),7,2016/01/02,10,Channel O,1.76E+09,49:00.0,Wilburn 302@gmail.com,@Wilburn 30
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),3,2016/03/08,16,SuperSport Blitz,1.76E+09,41:00.0,Stephen 154@abcmail.com,@Stephen 15
Mpumalanga,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),4,2016/02/24,16,ICC Cricket World Cup 2011,1.76E+09,28:00.0,Jared 505@mailxyz.com,@Jared 50
Eastern Cape,1,1,black,1,0,1,male,0.01,Adult (25-34),6,2016/03/25,11,Channel O,1.76E+09,24:00.0,Earl 422@gmail.com,@Earl 42
Gauteng,1,1,indian_asian,0,1,1,female,0.01,Adult (25-34),6,2016/03/25,12,ICC Cricket World Cup 2011,1.76E+09,22:00.0,Luanna 334@abcmail.com,@Luanna 33
Gauteng,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),6,2016/01/22,19,Supersport Live Events,1.76E+09,22:00.0,Hyman 85@mailxyz.com,@Hyman 8
Kwazulu Natal,1,1,coloured,1,0,1,male,0.01,Adult (25-34),6,2016/01/29,10,Africa Magic,1.76E+09,39:00.0,Kip 144@abcmail.com,@Kip 14
North West,1,1,black,1,0,1,male,0.01,Adult (25-34),2,2016/03/07,16,Channel O,1.76E+09,43:00.0,Irving 52@gmail.com,@Irving 5
Western Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),7,2016/02/27,13,ICC Cricket World Cup 2011,1.76E+09,07:00.0,Efren 132@gmail.com,@Efren 13
Eastern Cape,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),7,2016/01/02,0,E! Entertainment,1.76E+09,58:00.0,Stacy 273@mail.com,@Stacy 27
Kwazulu Natal,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),5,2016/03/31,16,Trace TV,1.76E+09,52:00.0,Romeo 374@abcmail.com,@Romeo 37
Western Cape,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),6,2016/01/15,12,SuperSport Blitz,1.76E+09,35:00.0,Charlie 364@abcmail.com,@Charlie 36
Mpumalanga,1,1,black,1,0,1,male,0.01,Adult (25-34),1,2016/03/13,14,Africa Magic,1.76E+09,07:00.0,Stefan 461@yahoo.com,@Stefan 46
Mpumalanga,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),7,2016/03/05,12,SuperSport Blitz,1.76E+09,49:00.0,Stephen 153@mail.com,@Stephen 15
Western Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),7,2016/03/12,7,Channel O,1.76E+09,24:00.0,Carter 34@abcmail.com,@Carter 3
Mpumalanga,1,1,black,1,0,1,male,0.01,Adult (25-34),5,2016/01/07,21,Africa Magic,1.76E+09,04:00.0,Efren 134@abcmail.com,@Efren 13
Mpumalanga,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),1,2016/03/20,15,Cartoon Network,1.76E+09,01:00.0,Bernardo 322@gmail.com,@Bernardo 32
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),6,2016/02/19,10,Channel O,1.76E+09,42:00.0,Charlie 362@gmail.com,@Charlie 36
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),1,2016/03/13,23,Boomerang,1.76E+09,56:00.0,Wilburn 305@mailxyz.com,@Wilburn 30
None,1,1,None,0,0,1,None,0.01,Kids (0-17),7,2016/01/09,10,Cartoon Network,1.76E+09,01:00.0,Earline 283@mail.com,None
None,1,1,None,0,0,1,None,0.01,Kids (0-17),6,2016/03/25,9,E! Entertainment,1.76E+09,19:00.0,Blanca 471@yahoo.com,None
Gauteng,1,1,black,1,0,1,male,0.01,Retired (55+),6,2016/02/26,15,CNN,1.76E+09,14:00.0,Royal 175@mailxyz.com,@Royal 17
Western Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),7,2016/03/05,8,Supersport Live Events,1.76E+09,48:00.0,Raymundo 435@mailxyz.com,@Raymundo 43
Eastern Cape,1,1,None,1,0,1,male,0.01,Adult (25-34),7,2016/03/19,17,Supersport Live Events,1.76E+09,11:00.0,Filiberto 42@gmail.com,@Filiberto 4
Gauteng,1,1,black,1,0,1,male,0.01,Youth (18-24),3,2016/01/26,15,Trace TV,1.76E+09,22:00.0,Kyle 62@gmail.com,@Kyle 6
Eastern Cape,1,1,black,1,0,1,male,0.01,Youth (18-24),4,2016/02/10,11,Trace TV,1.76E+09,24:00.0,Michel 205@mailxyz.com,@Michel 20
Western Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),5,2016/02/11,17,Channel O,1.76E+09,22:00.0,Jacinto 255@mailxyz.com,@Jacinto 25
Limpopo,1,1,black,1,0,1,male,0.01,Adult (25-34),5,2016/01/28,15,Channel O,1.76E+09,58:00.0,Loyd 495@mailxyz.com,@Loyd 49
Free State,1,1,black,1,0,1,male,0.01,Adult (25-34),6,2016/02/12,15,Trace TV,1.76E+09,38:00.0,Jacinto 252@gmail.com,@Jacinto 25
Western Cape,1,1,coloured,1,0,1,male,0.01,Youth (18-24),1,2016/01/10,18,Channel O,1.76E+09,07:00.0,Charlie 365@mailxyz.com,@Charlie 36
Western Cape,1,1,coloured,1,0,1,male,0.01,Youth (18-24),3,2016/03/22,1,Trace TV,1.76E+09,15:00.0,Kip 144@abcmail.com,@Kip 14
Western Cape,1,1,None,1,0,1,male,0.01,Mature Adult (35-44),2,2016/03/07,11,ICC Cricket World Cup 2011,1.76E+09,41:00.0,Emerson 243@mail.com,@Emerson 24
